Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (km/h),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
46043,NEC FC - TRAINING SESSION - LUGOGO,DANIEL SHABENE-NEC FC-DM,11 V 11 & Set Play, training, 46043.661113565,46043.693086493,"2762",4.5148,287.489,32,499.4992,0,0,0,235.5501,25.9842,98.0764,8.0059,40.7436,0,5.2978,4.7596,"0.439","2.0886","1.6997","0.2739","0.0136","1054.9","1206.2","450.2","49.2","1.9","296","0","0","0","0","0","19","10","3","0","1.7719","0.455","0.127","0.0306","0.0109","1068.9","179","45","10.4","3.1","1.5573","0.4072","0.118","0.0324","0.0045","1215.9","165.9","53.4","17.9","2.9","0.818","0.9702","1.0442","0.8097","0.3891","0.1915","0.1251","0.0701","0.0318","0.0278","0.0373","1373.7","577.9","365.6","223.2","99.1","47.2","30.7","18","8.9","7.6","10.5","2762.4","0","0","0","0","0","96","93","51","16","0","103","96","26","15"
46042,NEC FC - TRAINING SESSION - Luzira ,HUDSON MBALIRE-NEC FC-FW,11 V 11 & Set Play, training, 46042.541628773,46042.569446146,"2403",3.2746,227.698,20,392.1513,5,0,0,165.4969,25.4082,81.7638,6.6931,30.5983,0,6.4401,5.6978,"0.4983","1.8386","0.7101","0.2219","0.0058","1042.9","1132.2","189","38.5","0.8","106","5","0","0","0","0","15","5","0","0","1.2728","0.3153","0.102","0.0409","0.011","1017.6","138.2","36.6","12.7","3.1","1.1347","0.2598","0.0983","0.0331","0.0067","997.9","131.8","44.1","16.9","4.5","0.9022","0.9366","0.5662","0.3295","0.2021","0.1241","0.0562","0.0485","0.0314","0.0236","0.0542","1383.8","574.7","213.9","96.5","51.1","28.8","14.1","12.2","8.6","5.6","14.1","2403.5","0","0","0","0","0","82","70","29","16","0","92","62","30","13"
46043,NEC FC - TRAINING SESSION - LUGOGO,HUDSON MBALIRE-NEC FC-FW,11 V 11 & Set Play, training, 46043.661113565,46043.693086493,"2762",3.3828,216.429,23,408.8864,1,0,0,165.3454,25.6322,73.4849,6.0718,26.9802,0,6.0134,5.8869,"0.5507","1.6826","0.9331","0.2129","0.0036","1438.9","1040.6","243.8","38.6","0.5","100","1","0","0","0","0","17","5","1","0","1.252","0.2922","0.1309","0.0494","0.0194","1128.9","120.5","44","15.9","6.3","1.1998","0.3027","0.0986","0.0291","0.0087","1256.8","128.3","42.7","14.4","4.6","0.9177","0.8544","0.5465","0.4354","0.265","0.1245","0.0875","0.0451","0.0376","0.019","0.0501","1752.4","526.5","201.5","121.2","65","31.6","23.9","11.7","9.5","5.2","13.9","2762.5","0","0","0","0","0","68","61","35","18","0","74","54","37","21"
46042,NEC FC - TRAINING SESSION - Luzira ,WARREN BUULE-NEC FC-CB,11 V 11 & Set Play, training, 46042.541628773,46042.569446146,"2403",3.2438,183.959,21,419.4509,1,0,0,161.7995,25.2322,80.994,6.5783,32.694,0,5.3778,5.3482,"0.4048","1.7888","0.8663","0.1768","0.0071","1073","1067.4","230.9","31.2","1","115","1","0","0","0","0","19","1","0","1","1.2777","0.298","0.1034","0.0368","0.0091","1041.4","126.7","37.2","12.5","3","1.1102","0.2886","0.0955","0.021","0.0036","986","139","44.6","10.9","2.2","0.7236","0.9402","0.6416","0.4022","0.2241","0.1187","0.0697","0.0372","0.0303","0.0142","0.042","1340.2","575.1","235.2","116","57","30.9","17.7","10","7.4","3.7","10.3","2403.4","0","0","0","0","0","76","70","30","8","0","76","52","30","13"
46043,NEC FC - TRAINING SESSION - LUGOGO,WARREN BUULE-NEC FC-CB,11 V 11 & Set Play, training, 46043.661113565,46043.693086493,"2762",3.4919,174.723,21,466.9296,1,0,0,188.5787,25.2082,75.8554,6.3713,31.6923,0,6.7112,5.5637,"0.4779","1.7475","1.0917","0.1719","0.0028","1445.5","993.4","292.2","31","0.4","160","1","0","0","0","0","19","1","0","1","1.3016","0.391","0.121","0.0398","0.0138","1162.7","156.9","43","12.7","4.4","1.1286","0.3407","0.1104","0.0363","0.0086","1155","154.5","50.8","18","4.5","0.751","0.8493","0.7692","0.5164","0.2516","0.1428","0.0604","0.049","0.027","0.0207","0.0544","1672","499.4","278.2","149.7","67.9","36.9","16.9","13.4","7.2","5.6","15.3","2762.4","0","0","0","0","0","81","86","41","20","0","94","76","31","22"
46042,NEC FC - TRAINING SESSION - Luzira ,JOSEPH SEREMBA-NEC FC-AM,11 V 11 & Set Play, training, 46042.541628773,46042.569446146,"2403",3.6575,197.597,20,516.6534,3,0,0,179.2862,26.2002,91.3235,7.4951,42.7751,0,6.5149,6.4178,"0.3384","2.2066","0.9149","0.183","0.0146","835","1287.3","247","32.2","2","156","3","0","0","0","0","16","4","0","0","1.3485","0.338","0.108","0.0418","0.0255","928.9","147.1","37.5","12.7","6.9","1.3258","0.3452","0.0881","0.0284","0.0082","1056.8","158.2","38.3","12.6","4.5","0.6172","1.3249","0.7095","0.4295","0.2222","0.1271","0.0648","0.0479","0.0346","0.0241","0.0559","1065.9","800.4","263.4","126.1","59.7","31.9","15.8","11.9","7.8","5.8","14.8","2403.4","0","0","0","0","0","102","72","29","19","0","98","69","27","20"
46043,NEC FC - TRAINING SESSION - LUGOGO,JOSEPH SEREMBA-NEC FC-AM,11 V 11 & Set Play, training, 46043.661113565,46043.693086493,"2762",4.4598,428.72,34,635.4101,3,0,0,209.0962,26.7362,96.8824,8.0202,43.7518,0,6.7645,6.0223,"0.2953","2.2894","1.4464","0.4056","0.0231","988.2","1315.9","382.5","72.6","3.2","191","3","0","0","0","0","21","11","2","0","1.6276","0.4181","0.1414","0.0529","0.0248","932.9","166.2","44.6","15.3","6.9","1.5984","0.4358","0.1273","0.0278","0.0056","1356.2","172.9","52.5","11.9","3","0.5867","1.2778","0.9124","0.6908","0.409","0.2257","0.1233","0.0759","0.0459","0.032","0.0803","1231.4","775.5","326.5","193.4","99","52.1","29.3","17.2","11.4","7.4","19.2","2762.4","0","0","0","0","0","111","84","37","14","0","97","70","31","21"
46042,NEC FC - TRAINING SESSION - Luzira ,MEDIA INNOCENT-NEC FC-FW,11 V 11 & Set Play, training, 46042.541628773,46042.569446146,"2403",3.9686,365.381,31,477.1616,1,0,0,173.3209,27.2082,99.0913,8.0257,41.1234,0,5.4926,5.5112,"0.2539","2.1864","1.1629","0.3436","0.0218","689.6","1337.9","312.1","60.9","3","104","1","0","0","0","0","20","9","1","1","1.6061","0.3235","0.1071","0.0358","0.0149","972.3","126.2","35.1","10.8","3.9","1.4587","0.267","0.1154","0.031","0.0092","1082.4","109.7","44.2","13.6","5.3","0.656","1.2351","0.8137","0.5125","0.2984","0.1592","0.0814","0.0586","0.0416","0.0286","0.0835","1026.2","776.2","284.4","140.4","69.7","36.4","19.2","13.9","9.6","7.3","20.2","2403.4","0","0","0","0","0","64","64","24","19","0","67","54","19","13"
46043,NEC FC - TRAINING SESSION - LUGOGO,MEDIA INNOCENT-NEC FC-FW,11 V 11 & Set Play, training, 46043.661113565,46043.693086493,"2762",3.5074,376.895,36,440.5055,5,0,0,172.4882,29.0722,76.1935,6.4463,29.1113,0,5.8,6.1112,"0.3364","1.7965","0.9976","0.3283","0.0486","1335","1103.9","259.1","58.1","6.4","173","5","0","0","0","0","26","8","2","0","1.3155","0.3356","0.1271","0.0551","0.0186","1013.9","128.3","42.4","15.7","5.4","1.1757","0.2985","0.1352","0.0335","0.0127","1362.2","122.9","50.7","15.1","5.9","0.6973","0.9497","0.5889","0.4824","0.2786","0.1649","0.0975","0.06","0.0459","0.0372","0.1049","1635.9","598.1","211.7","130.2","67.7","38.4","22.5","14","10.8","8.1","25.1","2762.4","0","0","0","0","0","73","59","36","21","0","70","44","35","21"
46042,NEC FC - TRAINING SESSION - Luzira ,JACKSON SSEMBATYA-NEC FC-CB,11 V 11 & Set Play, training, 46042.541628773,46042.569446146,"2403",3.489,305.255,32,456.0908,0,0,0,164.1888,25.3922,87.1171,7.251,33.626,0,5.5245,5.3423,"0.5274","1.8477","0.8087","0.296","0.0093","1019","1115","215.6","52.6","1.3","64","0","0","0","0","0","29","2","1","0","1.3019","0.3306","0.1197","0.0587","0.0155","1000.3","142.6","42.2","18.3","4.7","1.1966","0.3157","0.1048","0.0381","0.0075","978.3","146.8","49.4","16.8","4.1","0.8722","0.9718","0.6114","0.3638","0.2527","0.1492","0.0812","0.0578","0.0427","0.0225","0.0638","1308.5","598.7","224.7","106.8","62.4","35.2","20.2","14.2","10.1","5.7","17","2403.4","0","0","0","0","0","73","63","40","17","0","83","62","31","23"
46043,NEC FC - TRAINING SESSION - LUGOGO,JACKSON SSEMBATYA-NEC FC-CB,11 V 11 & Set Play, training, 46043.661113565,46043.693086493,"2762",3.3255,186.748,28,432.44,2,0,0,168.6554,26.7362,72.2422,5.9815,28.1376,0,5.6035,4.9445,"0.5676","1.7204","0.8507","0.1757","0.011","1484.3","1019.7","224.6","32.4","1.5","62","2","0","0","0","0","23","5","0","0","1.2505","0.3009","0.1302","0.0453","0.0165","1191.2","131.2","44.9","13.7","5.4","1.1339","0.3047","0.1137","0.0235","0.0065","1169.7","142.1","50.9","10.1","3.3","0.8682","0.8844","0.6008","0.4038","0.2494","0.1083","0.0633","0.0442","0.0283","0.0219","0.053","1737.7","535.4","225.8","116.2","62.8","29.5","17.1","11.5","7.2","5.3","14","2762.4","0","0","0","0","0","91","82","26","16","0","85","67","36","18"
46043,NEC FC - TRAINING SESSION - LUGOGO,Muzamiru Mutyaba -  NEC-AM,warm up and activa, training, 46043.627003819,46043.656285972,"2516",2.7199,0,3,302.9587,0,0,0,136.1969,17.3041,64.8635,4.7719,26.2817,0,4.2356,4.5111,"1.4797","1.1442","0.096","0","0","2062.2","445.6","22.1","0","0","9","0","0","0","0","0","3","0","0","0","1.1604","0.1792","0.0378","0.0125","0.0017","1047.8","99.2","17.1","5.1","0.6","1.1503","0.1394","0.0305","0.0073","0.0009","1251.5","85.5","18.2","4.3","0.6","0.8963","0.9365","0.5988","0.1822","0.0567","0.0215","0.0097","0.0057","0.0051","0.004","0.0035","1674.1","535.8","227.6","57.8","18.2","7","3","2","1.7","1.4","1.3","2530","0","0","0","0","0","84","33","12","5","0","71","36","14","4"
46044,NEC FC - TRAINING SESSION - LUZIRA,Muzamiru Mutyaba -  NEC-AM,warm up and activa, training, 46044.372910556,46044.395156019,"1915",1.5179,0,3,174.7203,0,0,0,105.8349,18.3121,47.5596,3.6223,17.6942,0,4.3385,5.2753,"0.9688","0.4796","0.0696","0","0","1714.1","192.4","15.6","0","0","9","0","0","0","0","0","2","1","0","0","0.6279","0.1196","0.0396","0.0118","0.0017","868.1","74.7","18.4","4.9","0.6","0.5822","0.0962","0.0305","0.0065","0.002","853.1","77.8","19.2","4.1","1.2","0.6021","0.5198","0.2215","0.0887","0.0405","0.0206","0.0102","0.0048","0.0038","0.0021","0.004","1468.4","307.1","89.2","28.9","12.9","7.2","3.3","1.9","1.2","0.7","1.3","1922","0","0","0","0","0","39","31","11","4","0","34","33","16","3"
46043,NEC FC - TRAINING SESSION - LUGOGO,Paul Mucureezi - NEC-RW,warm up and activa, training, 46043.627003819,46043.656285972,"2516",2.7861,22.061,3,318.6385,0,0,0,148.0916,23.0482,66.441,5.0185,28.074,0,4.5037,4.2978,"1.4128","1.2414","0.1099","0.0221","0","2016.4","484.3","25.6","3.8","0","18","0","0","0","0","0","3","0","0","0","1.1424","0.2184","0.0606","0.012","0.0019","1021.2","114","26.4","4.4","0.6","1.1098","0.1829","0.0491","0.0077","0.0011","1223.6","106.5","27.3","5.3","0.8","0.8481","0.9485","0.6174","0.2104","0.0659","0.0399","0.0249","0.0094","0.0107","0.0026","0.0082","1640.7","535.1","236.7","68.2","20.7","12.3","7.6","2.7","2.9","0.8","2.4","0","0","0","0","0","0","93","52","14","3","0","85","51","14","3"
46043,NEC FC - TRAINING SESSION - LUGOGO,Emmanuel Kulanga-NEC-AM,warm up and activa, training, 46043.627003819,46043.656285972,"2516",3.3448,48.578,8,396.0453,2,0,0,185.86,21.2402,79.765,6.2376,36.1013,0,5.3455,6.1186,"1.3067","1.7188","0.2707","0.0486","0","1816.5","643.7","61.2","8.7","0","88","2","0","0","0","0","4","4","0","0","1.3449","0.3008","0.0791","0.0189","0.0031","1041.6","135.9","32.3","6.8","1.1","1.2497","0.2625","0.0686","0.0152","0.0019","1131.3","137.9","34.3","7.7","1.2","0.7386","0.9573","0.9418","0.3721","0.1614","0.0727","0.0325","0.0287","0.0159","0.008","0.0158","1437.9","536.9","346.5","114.4","44.9","20.8","9.8","7.6","4.4","2.3","4.6","2530","0","0","0","0","0","128","72","26","4","0","119","73","19","8"
46044,NEC FC - TRAINING SESSION - LUZIRA,Emmanuel Kulanga-NEC-AM,warm up and activa, training, 46044.372910556,46044.395156019,"1915",1.8462,3.766,2,216.8559,0,0,0,124.3329,18.9202,57.8429,4.496,24.7867,0,4.7031,4.9495,"0.9957","0.7656","0.0811","0.0038","0","1599","303.4","18.9","0.7","0","24","0","0","0","0","0","2","0","0","0","0.7208","0.1634","0.0524","0.0153","0.0033","828.1","97.1","23.2","6.2","1.3","0.6915","0.1585","0.0342","0.0051","0.0015","832.1","105.3","24.7","3.2","0.8","0.5764","0.6471","0.3625","0.1465","0.0533","0.0323","0.0139","0.0035","0.0047","0.0021","0.004","1317.2","373.7","145.2","49.2","17.9","10","4.2","1","1.4","0.7","1.5","1922.1","0","0","0","0","0","74","52","12","4","0","71","42","16","9"
46043,NEC FC - TRAINING SESSION - LUGOGO,Ibrahim Musa-NEC FC-CB,warm up and activa, training, 46043.627003819,46043.656285972,"2516",2.6915,14.014,3,309.6181,1,0,0,161.6226,21.9682,64.1846,4.8766,25.6206,0,4.4356,4.1186,"1.5679","1.0064","0.1031","0.014","0","2113.4","390.5","23.7","2.4","0","97","1","0","0","0","0","3","0","0","0","1.1358","0.2126","0.0516","0.0143","0.0014","1025.6","114.1","23.9","5.1","0.6","1.0275","0.1905","0.0483","0.0087","0.0007","1208","117.9","29.1","5.4","0.3","0.9045","0.9278","0.5011","0.2109","0.0661","0.0283","0.0208","0.0079","0.007","0.0097","0.0073","1669.9","549.4","195.7","69.7","21.1","8.6","6.1","2.3","2.2","2.8","2.2","2529.9","0","0","0","0","0","98","63","16","2","0","99","53","16","3"
46044,NEC FC - TRAINING SESSION - LUZIRA,Ibrahim Musa-NEC FC-CB,warm up and activa, training, 46044.372910556,46044.395156019,"1915",1.7015,4.419,1,198.5604,0,0,0,120.8113,20.3202,53.3107,4.1165,20.6753,0,5.4142,4.48,"0.9729","0.6292","0.095","0.0044","0","1652.3","247.3","21.7","0.8","0","75","0","0","0","0","0","0","0","1","0","0.7063","0.1511","0.042","0.0075","0.0021","864.8","92.7","17.8","3.1","0.6","0.6223","0.1248","0.0381","0.0064","0.0009","826.4","86.5","24.5","4.8","0.9","0.6198","0.5258","0.3013","0.1327","0.053","0.0322","0.0179","0.0078","0.0051","0.0028","0.003","1414.9","306.6","119.6","42.8","16.1","10.7","5.7","2.3","1.5","0.9","1","1922","0","0","0","0","0","45","45","17","3","0","62","37","11","4"
46043,NEC FC - TRAINING SESSION - LUGOGO,PATRICK BAYIGA-NEC FC-CB,warm up and activa, training, 46043.627003819,46043.656285972,"2516",2.9389,44.079,6,375.2398,0,0,0,162.5379,22.1442,70.0848,5.1716,27.6612,0,5.3423,5.091,"0.519","2.0146","0.3612","0.0441","0","1173","1249.5","99.4","8","0","121","0","0","0","0","0","5","1","0","0","1.2791","0.1899","0.0463","0.0082","0.0015","1147.1","99.3","17.7","2.8","0.5","1.2055","0.1685","0.0299","0.0078","0.0021","1143.8","97.7","15.9","3.7","1.4","0.9722","1.1471","0.4638","0.1829","0.0786","0.0377","0.0241","0.0097","0.0099","0.0055","0.0074","1561.7","682.8","181.9","55.9","21.8","10.3","6.1","2.4","2.7","1.8","2.5","2529.9","0","0","0","0","0","96","31","14","5","0","94","30","13","2"
46044,NEC FC - TRAINING SESSION - LUZIRA,PATRICK BAYIGA-NEC FC-CB,warm up and activa, training, 46044.372910556,46044.395156019,"1915",1.5477,24.506,3,200.5815,0,0,0,107.1709,21.8882,48.4929,3.6386,16.0085,0,4.908,4.163,"0.5309","0.8148","0.1775","0.0245","0","1365.9","502.9","48.8","4.5","0","54","0","0","0","0","0","3","0","0","0","0.6778","0.1196","0.0304","0.0087","0.0015","878.4","77.5","13.3","3.2","0.6","0.5914","0.0852","0.0258","0.0065","0.0007","850.3","77.3","16.3","4.5","0.7","0.6953","0.4784","0.1913","0.0812","0.0464","0.0156","0.017","0.0123","0.0029","0.0033","0.0041","1503","289","74.4","26.1","13.3","4.7","5.2","3.1","0.9","1","1.4","1922","0","0","0","0","0","29","19","12","2","0","33","18","6","4"
46043,NEC FC - TRAINING SESSION - LUGOGO,ALLAN MUGALU-NEC FC-AM,warm up and activa, training, 46043.627003819,46043.656285972,"2516",3.1576,15.33,8,386.0448,0,0,0,177.2227,20.6242,75.3011,5.7517,32.7115,0,5.1912,4.5704,"0.5484","1.9501","0.6438","0.0153","0","1236.7","1113.5","176.9","2.9","0","59","0","0","0","0","0","6","1","1","0","1.303","0.2617","0.0664","0.0135","0.002","1076.4","132.5","29.3","5.6","0.8","1.2318","0.2116","0.0525","0.0145","0.0007","1121.7","124.1","29.9","9.2","0.5","0.8377","1.0752","0.6871","0.3236","0.1298","0.0519","0.026","0.011","0.0059","0.0026","0.0068","1482.2","621.3","255.1","99.3","38.6","16.3","8.7","3.5","2","0.9","2.1","2529.9","0","0","0","0","0","105","66","30","1","0","107","70","19","5"
46044,NEC FC - TRAINING SESSION - LUZIRA,ALLAN MUGALU-NEC FC-AM,warm up and activa, training, 46044.372910556,46044.395156019,"1915",1.789,10.428,4,219.1536,0,0,0,124.7365,19.1682,56.0528,4.2979,21.2476,0,4.12,4.8889,"0.5099","0.9668","0.3019","0.0104","0","1264.4","571.7","84","2","0","40","0","0","0","0","0","4","0","0","0","0.7232","0.1547","0.0532","0.0079","0.0003","840.9","91.8","23.3","3.2","0.1","0.6821","0.1229","0.0373","0.0069","0.0005","843.9","90.5","22.8","5.1","0.5","0.662","0.5594","0.3012","0.1431","0.0583","0.0314","0.018","0.0086","0.0034","0.0007","0.0031","1392","331.6","114.2","43.9","19.2","10.1","6.2","2.6","1.1","0.2","1","1922","0","0","0","0","0","46","46","18","2","0","38","52","6","3"
46043,NEC FC - TRAINING SESSION - LUGOGO,SHAMIR KIMWERO-NEC FC-MC,warm up and activa, training, 46043.627003819,46043.656285972,"2516",2.9306,18.925,5,375.1756,4,0,0,185.1824,19.2162,69.8869,5.3718,28.8249,0,4.5289,4.4534,"0.5494","1.9101","0.4521","0.0189","0","1288.4","1112.6","125.5","3.6","0","257","4","0","0","0","0","5","0","0","0","1.1989","0.2356","0.0774","0.0177","0.0022","1046.7","116.6","32.2","6.8","0.8","1.1101","0.2217","0.0522","0.0137","0.001","1166.6","124.1","29.1","6.6","0.6","0.9125","0.9655","0.6193","0.2376","0.0935","0.0387","0.0247","0.0138","0.0087","0.0054","0.0108","1601.9","549.7","239.4","77.9","29.2","12.3","7.6","4.4","2.8","1.7","3.2","2530","0","0","0","0","0","99","75","22","4","0","104","74","24","4"
46044,NEC FC - TRAINING SESSION - LUZIRA,SHAMIR KIMWERO-NEC FC-MC,warm up and activa, training, 46044.372910556,46044.395156019,"1915",1.7447,17.761,2,228.5035,3,0,0,136.0468,19.7602,54.6644,4.3068,21.3528,0,6.0081,5.5815,"0.4707","0.9966","0.2596","0.0178","0","1263.8","583","71.9","3.3","0","132","3","0","0","0","0","1","1","0","0","0.6981","0.1615","0.0493","0.013","0.0035","848.3","94.6","21.4","5.4","1.2","0.6415","0.1213","0.0417","0.0118","0.0031","828.7","86.1","25.7","8","2.6","0.6278","0.5526","0.2919","0.1332","0.0661","0.0279","0.0179","0.0109","0.0034","0.0039","0.0091","1393.6","325.4","115.1","42.9","20.9","9.3","5.6","3.6","1.1","1.2","3.3","1921.9","0","0","0","0","0","43","43","18","8","0","43","43","17","6"
46043,NEC FC - TRAINING SESSION - LUGOGO,EMMANUEL AJO-NEC FC-FW,warm up and activa, training, 46043.627003819,46043.656285972,"2516",2.7808,23.605,3,351.6475,3,0,0,188.0655,22.2162,66.315,5.0351,28.9921,0,5.2778,4.8202,"0.5866","1.9443","0.2263","0.0236","0","1328.2","1132.7","64.9","4.2","0","179","3","0","0","0","0","3","0","0","0","1.1481","0.2217","0.0534","0.0133","0.005","1025.5","122","24.8","5.7","1.6","1.0897","0.19","0.0479","0.01","0.0017","1192.6","122.7","29.1","5","1","0.8783","1.1279","0.5084","0.1393","0.0583","0.0293","0.0136","0.0079","0.0052","0.003","0.0096","1578","650.6","208.5","51.7","19.8","9.5","4.1","2.4","1.6","1.2","2.6","2530.1","0","0","0","0","0","125","77","8","7","0","126","55","21","7"
46044,NEC FC - TRAINING SESSION - LUZIRA,EMMANUEL AJO-NEC FC-FW,warm up and activa, training, 46044.372910556,46044.395156019,"1915",1.3976,1.524,0,172.6571,0,0,0,117.7359,17.3281,43.7881,3.2541,14.5986,0,4.1223,4.08,"0.4888","0.8176","0.0896","0.0015","0","1380","516.3","25.5","0.3","0","107","0","0","0","0","0","0","0","0","0","0.5973","0.1174","0.0258","0.0052","0.0004","855.6","85.2","13.6","2.1","0.2","0.5384","0.0875","0.0223","0.0033","0.0001","862.8","81.7","18","2.8","0.1","0.6442","0.5081","0.1558","0.0442","0.0259","0.0088","0.0059","0.0018","0.0009","0.0005","0.0014","1509","314.1","66.4","16.8","8.9","3.1","2.1","0.7","0.3","0.2","0.5","1922","0","0","0","0","0","56","42","9","1","0","43","32","5","2"
46043,NEC FC - TRAINING SESSION - LUGOGO,DANIEL SHABENE-NEC FC-DM,warm up and activa, training, 46043.627003819,46043.656285972,"2516",3.2675,54.769,4,341.7412,3,0,0,220.3505,21.6482,77.922,5.9804,34.6073,0,5.1289,5.0186,"0.528","2.1091","0.5757","0.0548","0","1156.4","1202.3","161.4","10","0","288","3","0","0","0","0","2","2","0","0","1.3284","0.2745","0.0741","0.0192","0.0023","1068.3","135.4","31.1","7.7","0.8","1.2691","0.2176","0.0649","0.0152","0.0022","1116","123.9","36.2","9","1.7","0.8359","1.1658","0.7364","0.275","0.1126","0.0634","0.0296","0.0204","0.012","0.0063","0.0101","1416.6","671.3","280.3","86.9","32.1","19.4","8.9","5.9","3.4","1.9","3.4","2530","0","0","0","0","0","119","62","28","9","0","111","65","28","5"
46044,NEC FC - TRAINING SESSION - LUZIRA,DANIEL SHABENE-NEC FC-DM,warm up and activa, training, 46044.372910556,46044.395156019,"1915",1.8307,6.304,3,193.6128,3,0,0,144.4354,19.0722,57.3585,4.4599,22.3245,0,4.3289,4.8112,"0.4836","1.0093","0.3315","0.0063","0","1238.2","591.1","91.6","1.2","0","118","3","0","0","0","0","3","0","0","0","0.7444","0.1569","0.052","0.0125","0.001","848.5","88.5","22","5","0.5","0.6702","0.1478","0.0344","0.0092","0.0022","837.2","90.2","22.7","6.3","1.2","0.6252","0.5883","0.3118","0.1586","0.0679","0.0418","0.0192","0.0067","0.0031","0.0031","0.0051","1354.6","351.5","118.8","50.3","21.6","13.1","6.2","2.1","0.9","1.2","1.8","1922","0","0","0","0","0","51","44","21","4","0","46","43","17","3"
